time,hour,day,month,VHM0,VTM10,VTM02,VMDR,VSDX,VSDY,VHM0_WW,VTM01_WW,VMDR_WW,VHM0_SW1,VTM01_SW1,VMDR_SW1,VHM0_SW2,VTM01_SW2,VMDR_SW2,VPED,VTPK,wavepower
1.5463e+09,0,01,01,2.202,6.355,5.173,129.04,0.103,-0.079,1.798,5.226,122.1,0.99,6.467,172.07,0.48,8.989,135.96,137.27,6.934,15.0989
1.5463e+09,1,01,01,2.286,6.592,5.34,130.7,0.104,-0.073,1.695,5.068,119.22,1.395,7.385,158.21,0.411,8.714,90.28,143.83,7.627,16.8797
1.54631e+09,2,01,01,2.364,6.78,5.453,132.29,0.107,-0.07,1.672,5.017,118.31,1.547,7.679,157,0.393,8.741,90.19,146.37,7.627,18.5661
1.54631e+09,3,01,01,2.416,6.886,5.515,133.27,0.11,-0.068,1.652,4.948,116.1,1.657,7.811,156.71,0.366,8.76,89.45,148.11,8.39,19.695
1.54632e+09,4,01,01,2.442,6.913,5.53,133.57,0.112,-0.066,1.659,4.931,115.54,1.69,7.892,156.93,0.336,8.773,89,150,8.39,20.2001
1.54632e+09,5,01,01,2.45,6.889,5.518,133.28,0.114,-0.065,1.675,4.936,114.99,1.687,7.901,157.33,0.307,8.744,88.22,151,8.39,20.2621
1.54632e+09,6,01,01,2.485,6.885,5.523,132.53,0.117,-0.064,1.71,4.961,114.41,1.695,7.932,157.49,0.304,8.761,87.03,151.54,8.39,20.833
1.54633e+09,7,01,01,2.498,6.864,5.496,131.32,0.123,-0.06,1.752,5.013,110.6,1.707,7.833,157.37,0.252,7.167,59.36,151.85,8.39,20.9874
1.54633e+09,8,01,01,2.501,6.878,5.513,129.9,0.124,-0.052,1.719,4.985,106.43,1.746,7.749,156.5,0.261,7.159,59.9,151.89,8.39,21.0807
1.54633e+09,9,01,01,2.503,6.922,5.548,128.27,0.123,-0.042,1.653,4.885,100.6,1.821,7.734,153.66,0.238,8.864,74.07,151.45,8.39,21.2495
1.54634e+09,10,01,01,2.511,6.994,5.596,126.6,0.122,-0.033,1.621,4.876,97.23,1.873,7.768,150.84,0.237,6.513,46.28,150.45,8.39,21.608
1.54634e+09,11,01,01,2.537,7.105,5.665,125.01,0.122,-0.023,1.597,4.87,92.38,1.936,7.83,148.58,0.188,7.147,46.31,148.42,8.39,22.4079
1.54634e+09,12,01,01,2.585,7.256,5.765,123.59,0.121,-0.014,1.543,4.78,87.48,2.04,7.94,145.39,0.208,7.144,46.14,146.56,8.39,23.7583
1.54635e+09,13,01,01,2.65,7.456,5.938,124,0.114,-0.022,1.532,4.877,100.55,2.036,8.431,144.75,0.337,7.627,73.09,144.86,8.39,25.6563
1.54635e+09,14,01,01,2.733,7.694,6.148,126.02,0.105,-0.038,1.393,4.78,120.75,2.351,7.948,128.2,0,21.361,-91.54,143.81,9.229,28.1597
1.54635e+09,15,01,01,2.848,7.96,6.348,128.78,0.096,-0.057,1.346,4.77,138.15,2.51,8.11,125.66,0,21.35,-90.98,143.95,9.229,31.6366
