time,hour,day,month,VHM0,VTM10,VTM02,VMDR,VSDX,VSDY,VHM0_WW,VTM01_WW,VMDR_WW,VHM0_SW1,VTM01_SW1,VMDR_SW1,VHM0_SW2,VTM01_SW2,VMDR_SW2,VPED,VTPK,wavepower
1.51476e+09,0,01,01,1.375,6.595,5.617,133.5,0.02,-0.025,0.051,1.236,122.68,1.105,6.481,106.7,0.816,5.396,-171.54,114.43,6.934,6.10965
1.51477e+09,1,01,01,1.34,6.578,5.62,133.04,0.019,-0.022,0.057,1.349,121.54,1.082,6.484,106.89,0.789,5.367,-171.65,114.88,6.934,5.78761
1.51477e+09,2,01,01,1.306,6.55,5.577,132.56,0.019,-0.021,0.068,1.404,120.66,1.058,6.469,107.07,0.762,5.327,-171.7,115.22,6.934,5.47424
1.51478e+09,3,01,01,1.272,6.51,5.493,132.11,0.022,-0.022,0.084,1.46,118.06,1.034,6.445,107.19,0.736,5.281,-171.59,115.4,6.934,5.16121
1.51478e+09,4,01,01,1.238,6.46,5.371,131.74,0.026,-0.022,0.105,1.51,116.97,1.008,6.414,107.22,0.711,5.236,-171.19,115.42,6.934,4.85143
1.51478e+09,5,01,01,1.207,6.403,5.231,131.46,0.031,-0.023,0.128,1.569,112.97,0.966,6.496,106.05,0.699,5.059,-175.05,115.32,6.934,4.57082
1.51479e+09,6,01,01,1.178,6.341,5.081,131.24,0.036,-0.022,0.156,1.669,109.82,0.942,6.474,106.15,0.638,5.089,179.59,115.16,6.934,4.31166
1.51479e+09,7,01,01,1.152,6.27,4.908,131,0.043,-0.023,0.188,1.76,108.49,0.916,6.444,106.04,0.605,5.002,178.4,115,6.934,4.07726
1.51479e+09,8,01,01,1.128,6.181,4.706,130.62,0.051,-0.024,0.225,1.838,107.22,0.891,6.405,105.96,0.581,4.947,178.24,114.86,6.934,3.85366
1.5148e+09,9,01,01,1.17,6.247,4.673,130.15,0.056,-0.025,0.271,2.008,105.18,0.918,6.534,106.06,0.43,5.608,-174.5,114.78,6.934,4.19024
1.5148e+09,10,01,01,1.145,6.115,4.433,129.47,0.067,-0.026,0.32,2.102,105.12,0.885,6.503,105.93,0.543,4.915,174.81,114.73,6.934,3.92829
1.5148e+09,11,01,01,1.121,5.945,4.208,128.34,0.076,-0.027,0.38,2.241,104.57,0.848,6.475,105.79,0.518,4.858,174.5,114.69,6.934,3.66066
1.51481e+09,12,01,01,1.097,5.748,4.022,126.78,0.082,-0.028,0.425,2.344,102.63,0.812,6.37,105.6,0.498,4.72,173.68,114.61,6.934,3.38943
1.51481e+09,13,01,01,1.078,5.539,3.855,124.73,0.088,-0.028,0.489,2.519,102.42,0.769,6.318,105.1,0.471,4.581,172.74,114.43,6.934,3.15402
1.51482e+09,14,01,01,1.066,5.332,3.729,122.12,0.093,-0.027,0.541,2.651,100.42,0.774,5.712,110.02,0.381,5.204,177.98,114.08,6.934,2.96893
1.51482e+09,15,01,01,1.062,5.144,3.663,119.1,0.095,-0.025,0.595,2.799,99.84,0.712,5.926,115.7,0.356,5.19,177.39,113.57,6.303,2.8428
1.51482e+09,16,01,01,1.067,4.986,3.631,115.94,0.096,-0.023,0.649,2.951,99.01,0.698,5.771,116.21,0.325,5.225,177.58,113,6.303,2.78149
1.51483e+09,17,01,01,1.079,4.861,3.612,112.89,0.099,-0.021,0.699,3.073,98.87,0.688,5.687,117.03,0.13,4.736,55.23,112.46,6.303,2.77309
1.51483e+09,18,01,01,1.045,4.622,3.488,109.77,0.103,-0.019,0.752,3.189,97.35,0.612,5.527,122.22,0.111,5.209,57.36,111.84,5.209,2.4732
1.51483e+09,19,01,01,1.076,4.548,3.512,107.09,0.105,-0.018,0.827,3.342,98.69,0.47,6.718,115.31,0.232,5.358,154.42,111.21,4.736,2.58013
1.51484e+09,20,01,01,1.121,4.5,3.525,105.32,0.113,-0.02,0.934,3.536,99.78,0.403,6.965,112.56,0.178,5.73,134.47,110.77,4.736,2.77089
1.51484e+09,21,01,01,1.171,4.39,3.486,104.57,0.126,-0.024,1.051,3.671,101.55,0.224,6.861,133.01,0.209,7.418,104.64,110.71,4.736,2.94968
1.51484e+09,22,01,01,1.251,4.478,3.591,104.66,0.131,-0.029,1.162,3.863,103.21,0.191,5.935,148.36,0.16,7.346,133.24,110.57,5.209,3.43396
1.51485e+09,23,01,01,1.352,4.597,3.724,105.65,0.137,-0.033,1.271,4.018,104.92,0.202,6.582,146.89,0.139,7.254,127.5,111.36,5.209,4.11741
1.51485e+09,0,02,01,1.482,4.782,3.883,107.45,0.145,-0.039,1.4,4.202,106.4,0.335,6.237,150.68,0.086,7.868,127.5,113.6,5.209,5.14638
1.51485e+09,1,02,01,1.625,4.995,4.039,109.87,0.155,-0.048,1.545,4.392,109.25,0.36,6.935,148.39,0.121,7.185,61.95,117.95,5.73,6.46306
1.51486e+09,2,02,01,1.769,5.256,4.269,112.5,0.153,-0.054,1.671,4.622,112.39,0.296,7.853,146.62,0.266,6.436,159.29,121.83,5.73,8.05948
1.51486e+09,3,02,01,1.912,5.496,4.437,114.96,0.158,-0.064,1.785,4.772,114.2,0.511,7.499,150.93,0.202,7.861,75.96,123.59,6.303,9.84506
1.51487e+09,4,02,01,2.045,5.747,4.656,117.18,0.153,-0.069,1.918,5.015,117.04,0.361,8.608,148.55,0.342,7.269,160.04,125.18,6.303,11.7767
1.51487e+09,5,02,01,2.172,5.956,4.794,119.27,0.157,-0.078,2,5.121,118.85,0.628,8.129,152.2,0.277,8.614,89.16,126.83,6.934,13.768
1.51487e+09,6,02,01,2.12,5.864,4.689,121.18,0.157,-0.085,1.961,5.033,121.6,0.49,8.772,146.97,0.316,7.306,163.33,128.23,6.934,12.914
1.51488e+09,7,02,01,2.256,6.094,4.884,122.07,0.157,-0.087,2.081,5.199,120.64,0.653,8.931,141.64,0.326,7.43,162.75,128.27,6.934,15.1977
