time,hour,day,month,VHM0,VTM10,VTM02,VMDR,VSDX,VSDY,VHM0_WW,VTM01_WW,VMDR_WW,VHM0_SW1,VTM01_SW1,VMDR_SW1,VHM0_SW2,VTM01_SW2,VMDR_SW2,VPED,VTPK,wavepower
1.51E+09,10,1,1,1.166,5.463,3.981,121.12,0.087,-0.024,0.539,2.755,96.76,0.951,5.543,117.76,0.406,5.536,-149.6,123.4,6.934,3.63935
1.51E+09,11,1,1,1.122,5.385,3.941,120.33,0.084,-0.019,0.489,2.619,93.15,0.932,5.405,117.12,0.387,5.511,-149.13,123.57,6.934,3.32175
1.51E+09,12,1,1,1.078,5.313,3.908,119.67,0.079,-0.014,0.452,2.557,88.6,0.905,5.267,116.98,0.371,5.488,-148.41,123.69,6.934,3.02533
1.51E+09,13,1,1,1.046,5.208,3.828,118.69,0.08,-0.012,0.51,2.731,90.53,0.814,5.584,121.82,0.349,5.401,-149.08,123.64,6.934,2.7921
1.51E+09,14,1,1,1.032,5.062,3.719,117.19,0.086,-0.013,0.557,2.805,92.67,0.77,5.608,122.04,0.325,5.31,-150.04,123.37,6.934,2.64166
1.51E+09,15,1,1,1.033,4.907,3.651,115.47,0.089,-0.015,0.643,3.016,94.78,0.706,5.698,124.91,0.303,5.255,-150.46,122.85,6.303,2.56574
1.51E+09,16,1,1,1.051,4.76,3.594,113.91,0.095,-0.018,0.709,3.128,97.43,0.648,5.702,129.25,0.18,5.556,76.58,122.12,5.73,2.57637
1.51E+09,17,1,1,1.086,4.649,3.573,112.94,0.101,-0.022,0.813,3.328,99.98,0.624,5.743,129.47,0.237,5.254,-151.93,121.39,4.736,2.68668
1.51E+09,18,1,1,1.141,4.61,3.627,112.93,0.104,-0.027,0.918,3.551,103.64,0.564,5.737,135.52,0.134,5.93,76.86,121.24,5.209,2.94082
1.51E+09,19,1,1,1.221,4.631,3.696,113.99,0.111,-0.035,1.043,3.774,107.27,0.403,6.911,131.5,0.34,4.546,155.02,122.05,5.209,3.383
1.51E+09,20,1,1,1.321,4.725,3.828,115.8,0.114,-0.042,1.163,3.977,111.31,0.455,5.381,154.56,0.255,7.345,119.69,123.27,5.209,4.04021
1.51E+09,21,1,1,1.405,4.673,3.813,118.11,0.127,-0.056,1.292,4.055,114.65,0.43,5.959,156.35,0.119,7.897,118.96,124.82,5.209,4.52006
1.51E+09,22,1,1,1.527,4.884,3.992,120.29,0.129,-0.066,1.423,4.282,118.33,0.372,6.141,166.65,0.188,7.054,142.5,126.24,5.73,5.5802
1.51E+09,23,1,1,1.663,5.084,4.172,122.74,0.13,-0.075,1.568,4.495,121.64,0.4,6.792,164.37,0.152,7.123,77.56,129.27,5.73,6.88947
1.51E+09,0,2,1,1.809,5.294,4.339,125.71,0.133,-0.086,1.716,4.691,124.71,0.297,7.798,163.87,0.288,6.439,174.57,136.53,5.73,8.48901
1.51E+09,1,2,1,1.958,5.545,4.513,128.31,0.138,-0.094,1.822,4.836,125.83,0.576,7.327,167.55,0.214,7.273,78.2,139.15,6.303,10.4165
1.51E+09,2,2,1,2.107,5.877,4.785,130.35,0.133,-0.093,1.85,4.95,125.15,0.861,7.527,162.77,0.274,7.903,90.54,140.47,6.934,12.7844
1.51E+09,3,2,1,2.265,6.236,5.029,131.95,0.134,-0.094,1.887,5.063,124.77,1.152,7.845,155.7,0.24,7.627,91.29,141.2,6.934,15.6761
1.51E+09,4,2,1,2.416,6.602,5.315,133.04,0.129,-0.091,1.816,5.026,123.52,1.516,7.825,151.99,0.251,7.627,92.4,141.8,7.627,18.8828
1.51E+09,5,2,1,2.541,6.891,5.511,133.39,0.129,-0.091,1.797,5.036,122.74,1.562,7.782,146.07,0.724,9.634,164.1,141.61,7.627,21.8016
1.51E+09,6,2,1,2.619,7.088,5.638,133.19,0.13,-0.09,1.757,4.992,121.59,1.869,8.199,147.42,0.273,7.627,93.65,141.01,8.39,23.8227
1.51E+09,7,2,1,2.696,7.216,5.719,132.09,0.134,-0.088,1.796,5.013,118.63,1.971,8.29,145.32,0.219,7.152,78.01,139.46,8.39,25.7
1.51E+09,8,2,1,2.757,7.279,5.789,130.48,0.137,-0.083,1.907,5.188,116.26,1.947,8.364,146.1,0.245,8.39,94.5,137.67,8.39,27.1107
1.51E+09,9,2,1,2.822,7.296,5.796,128.56,0.146,-0.08,2.142,5.509,116.47,1.813,8.455,146.9,0.104,8.39,78.28,135.76,8.39,28.4705
1.51E+09,10,2,1,2.904,7.315,5.808,126.61,0.157,-0.077,2.277,5.628,114.4,1.779,8.504,147.84,0.162,6.06,49.17,132.86,8.39,30.2276
1.51E+09,11,2,1,3.004,7.348,5.836,124.69,0.168,-0.072,2.448,5.808,113.17,1.723,8.468,148.97,0.179,4.88,34.3,130.33,8.39,32.4911
1.51E+09,12,2,1,3.12,7.394,5.878,122.78,0.18,-0.067,2.586,5.919,110.95,1.729,8.457,150.04,0.152,5.65,34.48,128.6,9.229,35.2683
1.51E+09,13,2,1,3.264,7.439,5.922,121.14,0.194,-0.066,2.868,6.15,112.35,1.536,8.649,153.32,0.08,11.167,80.14,127.08,9.229,38.8339
1.51E+09,14,2,1,3.441,7.488,5.969,119.91,0.212,-0.07,3.144,6.344,113.58,1.035,10.756,149.04,0.887,6.891,167.15,125.93,9.229,43.4441
1.51E+09,15,2,1,3.649,7.552,6.026,119.06,0.233,-0.078,3.431,6.504,114.57,0.94,7.611,166.18,0.752,11.454,150.5,125.27,9.229,49.2726
1.51E+09,16,2,1,3.879,7.682,6.189,118.7,0.239,-0.083,3.713,6.725,115.53,1.033,8.49,165.72,0.281,12.531,141.13,125.26,9.229,56.6383
1.51E+09,17,2,1,4.118,7.833,6.325,118.66,0.252,-0.091,3.967,6.887,116.07,0.946,9.92,164.32,0.317,12.44,142.35,125.49,9.229,65.0874
1.51E+09,18,2,1,4.397,7.98,6.44,118.9,0.272,-0.103,4.274,7.054,117,0.892,10.484,165.04,0.248,6.796,34.05,125.92,9.229,75.5983
1.51E+09,19,2,1,4.626,8.164,6.585,119.84,0.279,-0.115,4.478,7.203,117.82,0.993,10.953,164.33,0.424,5.01,28.47,127.2,9.229,85.6072
1.51E+09,20,2,1,4.758,8.438,6.871,121.4,0.252,-0.113,4.557,7.459,119.11,1.164,11.175,163.49,0.19,11.617,65.21,129.93,9.229,93.6019
1.51E+09,21,2,1,4.744,8.385,6.846,122.68,0.247,-0.123,4.519,7.414,120.78,1.176,11.005,164.45,0.271,12.506,79.24,133.37,9.229,92.4674
1.51E+09,22,2,1,4.798,8.642,7.058,123.46,0.226,-0.122,4.421,7.526,120.33,1.419,10.792,163.42,0.676,12.522,141.77,134.23,10.152,97.4834
1.51E+09,23,2,1,4.784,8.762,7.155,124.23,0.212,-0.121,4.31,7.558,121.69,1.457,10.83,163.51,0.853,12.484,138.07,135.31,10.152,98.2611
1.51E+09,0,3,1,4.755,8.855,7.22,124.62,0.201,-0.121,4.088,7.433,122.07,2.007,11.325,150.49,0.846,11.924,92.09,134.82,10.152,98.1038
1.51E+09,1,3,1,4.755,8.935,7.261,124.62,0.197,-0.123,4.164,7.572,123.24,1.575,12.644,131.65,1.152,10.072,164.35,130.78,10.152,98.9901
1.51E+09,2,3,1,4.788,9.04,7.374,124.7,0.188,-0.121,4.173,7.649,123.85,1.685,12.695,130.21,1.063,10.288,163.49,128.59,10.152,101.548
1.51E+09,3,3,1,4.811,9.068,7.383,124.63,0.189,-0.125,4.21,7.65,123.85,1.724,12.735,128.53,1.018,10.233,163.8,127.19,10.152,102.844
1.51E+09,4,3,1,4.842,9.077,7.38,124.4,0.191,-0.129,4.374,7.799,124.15,1.185,12.959,106.89,1.057,12.747,150.89,125.91,10.152,104.277
1.51E+09,5,3,1,4.887,9.084,7.382,124.28,0.193,-0.134,4.49,7.881,124.01,1.019,12.754,150.47,0.64,10.965,163.57,125.05,10.152,106.306
1.51E+09,6,3,1,4.938,9.084,7.383,124.31,0.196,-0.139,4.598,7.939,124.56,0.797,13.05,93.8,0.659,13.772,118.1,124.48,10.152,108.536
1.51E+09,7,3,1,4.94,9.081,7.39,124.62,0.193,-0.142,4.439,7.785,125.75,1.274,12.943,106.22,0.961,12.744,150.19,124.18,10.152,108.588
1.51E+09,8,3,1,4.867,9.061,7.383,125.12,0.183,-0.143,4.293,7.712,126.96,1.71,12.746,122.16,0.636,11.167,94.65,123.99,10.152,105.171
1.51E+09,9,3,1,4.512,8.761,7.098,125.79,0.174,-0.144,3.912,7.367,129.27,1.718,12.095,115.5,0.645,10.152,94.57,123.83,10.152,87.3953
1.51E+09,10,3,1,4.388,8.697,7.043,126.57,0.163,-0.145,3.591,7.084,130.85,2.012,11.73,122.4,0.9,9.663,93.94,123.64,10.152,82.0538
1.51E+09,11,3,1,4.226,8.616,6.982,127.43,0.15,-0.142,3.29,6.846,133.68,2.1,9.264,97.26,1.32,11.584,138.3,123.34,10.152,75.3982
1.51E+09,12,3,1,4.05,8.524,6.914,128.39,0.137,-0.138,2.799,6.316,137.51,2.808,9.664,114.36,0.415,9.229,177.36,122.9,10.152,68.5093
1.51E+09,13,3,1,3.866,8.422,6.841,129.27,0.125,-0.132,2.478,6.006,137.12,2.751,9.515,114.88,0.658,9.229,166.16,122.24,10.152,61.6787
1.51E+09,14,3,1,3.693,8.305,6.721,130.17,0.12,-0.129,2.141,5.554,137.09,3.01,8.903,126.37,0,22.831,-86.14,121.63,10.152,55.5002
1.51E+09,15,3,1,3.543,8.215,6.656,131.12,0.113,-0.122,1.824,5.119,137.12,3.037,8.681,128.77,0,22.463,-90.05,121.11,9.229,50.5296
1.52E+09,16,3,1,3.416,8.155,6.624,132.2,0.106,-0.114,1.67,5.009,135.38,2.724,8.15,136.96,1.208,10.872,105.78,120.56,9.229,46.629
1.52E+09,17,3,1,3.313,8.112,6.583,133.37,0.103,-0.109,1.414,4.568,135.61,2.918,8.259,129.71,0.678,10.102,-169.36,120.01,9.229,43.6282
1.52E+09,18,3,1,3.224,8.089,6.563,134.45,0.101,-0.104,1.203,4.203,134.39,2.606,8.434,118.86,1.466,7.473,-171.99,119.68,9.229,41.1985
1.52E+09,19,3,1,3.167,8.038,6.517,135.02,0.102,-0.1,1.419,4.631,129.83,2.409,8.636,118.07,1.486,7.622,-171.7,119.58,9.229,39.5039
1.52E+09,20,3,1,3.153,7.95,6.452,134.7,0.107,-0.098,1.729,5.143,125.91,2.179,8.896,117.17,1.484,7.713,-171.52,119.52,9.229,38.7268
1.52E+09,21,3,1,3.182,7.833,6.352,133.29,0.12,-0.099,2.061,5.578,122.52,1.851,9.589,121.74,1.45,7.76,-171.15,118.98,9.229,38.8619
1.52E+09,22,3,1,3.25,7.72,6.266,130.97,0.136,-0.101,2.489,6.071,119.88,1.482,7.78,-174.31,1.185,10.632,116.58,117.87,9.229,39.9558
1.52E+09,23,3,1,3.351,7.633,6.214,128.09,0.153,-0.101,2.843,6.387,118.12,1.362,7.638,-171.63,0.827,10.836,100.06,116.55,8.39,41.9991
1.52E+09,0,4,1,3.475,7.576,6.189,125.09,0.172,-0.1,3.069,6.492,115.8,1.297,7.524,-171.95,0.521,10.545,147.2,115.38,8.39,44.8276
1.52E+09,1,4,1,3.562,7.538,6.183,122.92,0.183,-0.098,3.209,6.551,114.54,1.223,7.453,-172.41,0.625,10.649,144.53,114.84,8.39,46.8641
1.52E+09,2,4,1,3.596,7.514,6.184,121.64,0.188,-0.094,3.26,6.571,114.24,0.896,6.762,172.7,0.699,10.56,150.97,114.97,8.39,47.6109
1.52E+09,3,4,1,3.634,7.522,6.204,120.82,0.191,-0.091,3.303,6.582,113.87,0.89,6.837,171.78,0.78,10.574,151.03,115.8,8.39,48.6742
1.52E+09,4,4,1,3.693,7.574,6.25,120.38,0.194,-0.088,3.353,6.62,113.89,0.889,6.896,170.87,0.887,10.606,150.91,117.77,8.39,50.6151
1.52E+09,5,4,1,3.76,7.644,6.302,120.21,0.198,-0.087,3.401,6.663,113.8,1.488,8.474,165.63,0.22,11.359,77.87,121.04,8.39,52.9532
1.52E+09,6,4,1,3.83,7.725,6.36,120.26,0.201,-0.086,3.45,6.705,113.94,1.544,8.685,163.06,0.223,11.371,77.83,124.49,8.39,55.5255
1.52E+09,7,4,1,3.924,7.824,6.427,120.56,0.206,-0.086,3.526,6.748,113.97,1.615,8.998,160.78,0.232,11.393,77.88,126.93,9.229,59.0314
1.52E+09,8,4,1,4.055,7.942,6.509,121.01,0.213,-0.089,3.696,6.902,115.19,1.565,9.062,162.8,0.24,7.996,46.79,128.6,9.229,63.9893
1.52E+09,9,4,1,4.401,8.209,6.711,121.27,0.229,-0.097,3.997,7.101,115.55,1.719,9.435,161.43,0.306,7.988,46.74,129.39,9.229,77.9093
1.52E+09,10,4,1,4.539,8.317,6.802,121.72,0.233,-0.102,4.101,7.173,115.68,1.821,9.632,160.85,0.346,8.116,46.73,129.93,9.229,83.9621
1.52E+09,11,4,1,4.637,8.434,6.942,121.62,0.225,-0.098,4.163,7.291,115.32,1.907,9.676,160.5,0.363,7.987,46.48,128.76,9.229,88.8595
1.52E+09,12,4,1,4.719,8.498,7.001,121.24,0.227,-0.099,4.234,7.343,115.18,1.931,9.844,159.89,0.396,7.99,46.35,127.68,9.229,92.7284
1.52E+09,13,4,1,4.764,8.538,7.034,120.89,0.228,-0.099,4.273,7.389,115.17,1.936,9.867,159.46,0.426,7.992,46.32,127.21,10.152,94.9502
1.52E+09,14,4,1,4.749,8.563,7.051,120.72,0.224,-0.099,4.233,7.4,115.51,1.951,9.944,158.02,0.804,6.043,38.47,128.2,10.152,94.6295
1.52E+09,15,4,1,4.681,8.561,7.044,120.7,0.217,-0.098,4.151,7.38,116.05,1.915,9.916,157.55,0.516,12.253,88.11,129.39,10.152,91.9174
1.52E+09,16,4,1,4.58,8.539,7.019,120.84,0.209,-0.097,4.048,7.354,116.62,1.948,10.048,152.9,0.826,5.944,39.9,130.17,10.152,87.7676
1.52E+09,17,4,1,4.466,8.503,6.982,121.15,0.201,-0.096,3.912,7.304,117.05,1.915,9.867,154.38,0.484,8.611,61,130.5,10.152,83.1009
1.52E+09,18,4,1,4.322,8.434,6.913,121.64,0.193,-0.095,3.61,7.025,115.89,2.131,9.92,150.94,0.469,11.743,89.91,130.61,10.152,77.1968
1.52E+09,19,4,1,4.208,8.396,6.872,122.28,0.185,-0.095,3.461,6.943,117.1,2.18,9.963,147.53,0.643,8.038,60.41,131.13,9.229,72.8484
1.52E+09,20,4,1,4.053,8.305,6.793,122.79,0.176,-0.093,3.315,6.861,118.3,2.071,9.793,148.78,0.444,10.152,91.01,131.11,9.229,66.8481
1.52E+09,21,4,1,3.842,8.157,6.643,123.68,0.169,-0.093,3.165,6.757,119.4,1.924,9.626,150.87,0.369,10.152,90.69,131.86,9.229,58.9985
1.52E+09,22,4,1,3.666,8.03,6.505,124.28,0.164,-0.094,2.871,6.41,120.61,2.051,9.592,144.76,0.539,8.591,76.01,132.16,9.229,52.8806
1.52E+09,23,4,1,3.487,7.906,6.398,124.48,0.155,-0.092,2.655,6.185,119.99,2.018,9.433,145.39,0.479,9.229,92.05,131.42,9.229,47.1039
1.52E+09,0,5,1,3.314,7.791,6.299,124.71,0.146,-0.089,2.539,6.14,121.41,1.865,9.296,146.56,0.424,9.229,92.03,130.71,9.229,41.927
1.52E+09,1,5,1,3.148,7.686,6.21,125.02,0.138,-0.085,2.218,5.72,121.89,2.006,9.119,140.91,0.554,8.39,89.95,130.26,9.229,37.3221
1.52E+09,2,5,1,2.999,7.585,6.125,125.41,0.131,-0.081,2.058,5.573,121.11,1.938,8.916,142.32,0.509,8.417,89.43,129.94,9.229,33.4276
1.52E+09,3,5,1,2.875,7.471,5.99,125.92,0.131,-0.081,1.842,5.183,120.42,2.044,8.681,137.97,0.796,5.918,63.95,129.62,9.229,30.2587
1.52E+09,4,5,1,2.77,7.377,5.908,126.63,0.126,-0.079,1.711,5.017,120.51,1.952,8.469,138.6,0.869,6.092,70.79,129.32,8.39,27.7355
1.52E+09,5,5,1,2.679,7.305,5.854,127.56,0.121,-0.076,1.527,4.722,119.93,2.136,7.776,127.87,0.531,9.698,-161.38,129.13,8.39,25.6899
1.52E+09,6,5,1,2.889,7.635,6.103,128.8,0.123,-0.078,1.479,4.622,119.74,2.352,7.985,125.69,0.79,8.905,-161.47,129.16,9.229,31.2248
1.52E+09,7,5,1,2.788,7.576,6.036,130.22,0.119,-0.076,1.411,4.56,120.01,2.248,7.839,125.88,0.855,9.001,-163.07,129.32,9.229,28.855
1.52E+09,8,5,1,2.697,7.512,5.977,131.51,0.114,-0.074,1.266,4.304,119.77,2.207,7.662,126.03,0.893,8.957,-163.78,129.5,9.229,26.774
1.52E+09,9,5,1,2.611,7.451,5.922,132.54,0.11,-0.071,1.192,4.186,119.71,2.142,7.553,126.47,0.9,8.887,-163.39,129.63,8.39,24.89
1.52E+09,10,5,1,2.52,7.371,5.856,133.3,0.106,-0.069,1.153,4.165,118.44,2.055,7.443,127.33,0.891,8.791,-162.96,129.87,8.39,22.9363
1.52E+09,11,5,1,2.417,7.262,5.747,133.85,0.104,-0.066,1.119,4.115,119.14,1.949,7.322,127.03,0.889,8.664,-163.62,130.23,8.39,20.7877
1.52E+09,12,5,1,2.312,7.144,5.633,134.15,0.102,-0.064,1.006,3.844,117.58,1.886,7.176,126.62,0.879,8.338,-162.69,130.5,8.39,18.7117
1.52E+09,13,5,1,2.21,7.032,5.515,134.01,0.102,-0.06,0.973,3.8,115.36,1.796,7.05,127.04,0.842,8.214,-162.09,130.55,8.39,16.829
1.52E+09,14,5,1,2.114,6.937,5.426,133.4,0.1,-0.054,0.872,3.603,111.21,1.626,7.205,134.24,0.82,8.038,-162.39,130.45,8.39,15.1907
1.52E+09,15,5,1,2.026,6.854,5.334,132.41,0.1,-0.047,0.8,3.415,105.71,1.584,7.072,134.15,0.766,7.857,-161.47,130.31,8.39,13.7854
1.52E+09,16,5,1,1.944,6.787,5.268,131.24,0.097,-0.04,0.769,3.385,102.96,1.517,7.024,134.11,0.721,7.699,-161.07,130.18,8.39,12.568
1.52E+09,17,5,1,1.87,6.729,5.198,130.03,0.097,-0.034,0.692,3.182,97.89,1.476,6.908,133.62,0.676,7.43,-160.42,130.08,8.39,11.53
1.52E+09,18,5,1,1.799,6.678,5.147,128.93,0.094,-0.027,0.641,3.089,92.82,1.432,6.805,133.25,0.637,7.293,-159.89,130.06,8.39,10.5902
1.52E+09,19,5,1,1.73,6.642,5.11,128.15,0.09,-0.022,0.541,2.833,91.86,1.388,6.715,132.33,0.606,7.14,-161.18,130.13,8.39,9.74063
1.52E+09,20,5,1,1.66,6.616,5.096,127.73,0.085,-0.018,0.455,2.604,89.84,1.35,6.646,132.11,0.56,6.95,-160.22,130.3,7.627,8.93321
1.52E+09,21,5,1,1.638,6.679,5.173,127.64,0.078,-0.015,0.368,2.388,87.88,1.346,6.622,131.87,0.541,6.874,-160.3,130.65,8.39,8.78082
1.52E+09,22,5,1,1.538,6.6,5.147,128.3,0.069,-0.012,0.284,2.146,86.54,1.24,6.619,133.7,0.513,6.773,-159.92,131.04,7.627,7.64985
1.52E+09,23,5,1,1.465,6.572,5.172,128.6,0.061,-0.01,0.21,1.888,84.25,1.193,6.568,133.84,0.479,6.585,-158.54,131.34,7.627,6.91145
1.52E+09,0,6,1,1.398,6.536,5.204,128.76,0.053,-0.008,0.151,1.666,84.16,1.145,6.51,133.81,0.45,6.473,-159.03,131.57,7.627,6.25925
1.52E+09,1,6,1,1.334,6.486,5.196,128.76,0.048,-0.006,0.147,1.692,77.43,1.098,6.472,133.81,0.421,6.356,-159.33,131.77,7.627,5.65568
1.52E+09,2,6,1,1.276,6.424,5.143,128.59,0.045,-0.003,0.146,1.682,72.89,1.049,6.422,133.48,0.407,6.262,-160.59,131.88,7.627,5.12511
1.52E+09,3,6,1,1.22,6.352,5.065,128.3,0.044,-0.001,0.147,1.681,64.11,0.999,6.433,132.64,0.535,4.346,73.7,131.86,7.627,4.63262
1.52E+09,4,6,1,1.166,6.274,4.973,127.91,0.042,0.001,0.147,1.667,59.96,1.003,6.204,129.56,0.422,4.084,65.08,131.7,7.627,4.17963
1.52E+09,5,6,1,1.115,6.192,4.873,127.47,0.041,0.004,0.142,1.615,53.67,0.959,6.135,129.44,0.406,4,65.37,131.41,6.934,3.77204
1.52E+09,6,6,1,1.164,6.375,5.015,127.05,0.039,0.005,0.149,1.697,48.29,1.008,6.304,128.82,0.414,4.024,64.75,131.03,7.627,4.23236
1.52E+09,7,6,1,1.109,6.271,4.861,126.53,0.04,0.01,0.16,1.694,41.9,0.959,6.221,128.72,0.394,3.989,65.28,130.64,7.627,3.77917
1.52E+09,8,6,1,1.059,6.153,4.676,125.7,0.04,0.016,0.19,1.798,37.41,0.984,5.718,120.96,0.314,5.496,-161.1,130.25,6.934,3.38123
1.52E+09,9,6,1,1.015,6.016,4.463,124.39,0.039,0.023,0.221,1.893,31.69,0.937,5.637,120.89,0.293,5.422,-161.8,129.86,6.934,3.03694
1.52E+09,10,6,1,0.977,5.853,4.235,122.48,0.038,0.031,0.254,1.966,26,0.895,5.549,120.87,0.267,5.305,-159.89,129.51,6.934,2.73756
1.52E+09,11,6,1,0.944,5.666,4.014,119.75,0.036,0.04,0.292,2.072,20.11,0.853,5.439,120.28,0.25,5.243,-159.68,129.2,6.934,2.4741
1.52E+09,12,6,1,0.917,5.456,3.815,115.88,0.031,0.048,0.334,2.189,14.66,0.789,5.545,122.74,0.23,5.177,-160.73,128.93,6.934,2.24807
1.52E+09,13,6,1,0.892,5.258,3.679,111.18,0.026,0.052,0.347,2.227,8.06,0.745,5.496,122.64,0.214,5.131,-160.5,128.71,6.934,2.04996
1.52E+09,14,6,1,0.867,5.097,3.597,106.27,0.021,0.053,0.35,2.264,3.25,0.701,5.565,122.54,0.199,5.081,-160.33,128.52,6.303,1.87737
1.52E+09,15,6,1,0.841,4.963,3.537,101.18,0.016,0.053,0.335,2.242,-1.48,0.657,5.566,122.86,0.209,3.455,15.14,128.35,6.303,1.72002
1.52E+09,16,6,1,0.815,4.85,3.485,95.94,0.012,0.053,0.333,2.265,-5.6,0.62,5.53,122.61,0.345,3.255,36.6,128.2,6.303,1.57853
1.52E+09,17,6,1,0.789,4.753,3.435,90.57,0.008,0.052,0.324,2.253,-9.5,0.585,5.497,122.36,0.359,3.301,32.54,128.05,6.303,1.44983
1.52E+09,18,6,1,0.764,4.666,3.386,85.03,0.004,0.052,0.304,2.195,-13.31,0.552,5.467,122.2,0.374,3.334,27.91,127.91,6.303,1.33453
1.52E+09,19,6,1,0.745,4.553,3.3,76.88,0,0.054,0.349,2.338,-14.9,0.517,5.436,121.55,0.347,3.373,31.14,127.77,5.73,1.23824
1.52E+09,20,6,1,0.736,4.407,3.196,63.87,-0.004,0.059,0.402,2.453,-15.65,0.479,5.449,120.26,0.314,3.378,35.92,127.64,5.73,1.16975
1.52E+09,21,6,1,0.725,4.206,3.072,45.87,-0.009,0.065,0.444,2.529,-17.58,0.439,5.402,120.35,0.302,3.363,36.16,127.52,3.558,1.08328
1.52E+09,22,6,1,0.738,4.063,3.013,26.1,-0.014,0.071,0.508,2.66,-18.18,0.409,5.401,120.39,0.278,3.374,38.59,-13,3.558,1.08432
1.52E+09,23,6,1,0.761,3.942,2.981,9.38,-0.02,0.077,0.568,2.772,-19.54,0.378,5.403,120.31,0.272,3.382,38,-14.04,3.558,1.11862
1.52E+09,0,7,1,0.794,3.873,3.01,-2.49,-0.025,0.079,0.634,2.912,-20.58,0.309,5.83,127.8,0.26,3.452,37.8,-16.69,3.558,1.19642
1.52E+09,1,7,1,0.832,3.86,3.051,-10.51,-0.029,0.083,0.686,3.015,-22.95,0.283,5.855,127.68,0.264,3.528,37.7,-20.56,3.914,1.30927
1.52E+09,2,7,1,0.873,3.886,3.115,-16.51,-0.033,0.085,0.739,3.131,-25.46,0.241,3.402,38.15,0.157,4.826,19.43,-25.23,3.914,1.4512
1.52E+09,3,7,1,0.919,3.95,3.209,-20.96,-0.036,0.085,0.788,3.266,-27.95,0.25,3.384,36.29,0.188,4.908,17.81,-31.11,3.914,1.63465
1.52E+09,4,7,1,0.971,4.03,3.282,-24.28,-0.041,0.089,0.848,3.38,-30.01,0.225,4.995,17.14,0.122,5.329,-74,-32.87,4.305,1.86183
1.52E+09,5,7,1,1.028,4.133,3.4,-26.71,-0.043,0.087,0.904,3.519,-31.36,0.345,4.064,26.12,0.185,5.174,-77.79,-32.5,4.305,2.14017
1.52E+09,6,7,1,1.091,4.247,3.494,-28.46,-0.048,0.09,0.963,3.624,-33,0.37,4.25,24.01,0.125,5.813,-8.16,-32.54,4.736,2.47701
1.52E+09,7,7,1,1.159,4.376,3.614,-29.42,-0.049,0.091,1.025,3.751,-32.69,0.41,4.578,18.65,0.229,5.367,-78.37,-29.47,4.736,2.88032
1.52E+09,8,7,1,1.231,4.512,3.733,-29.74,-0.05,0.094,1.094,3.893,-31.83,0.398,4.601,22.99,0.256,5.369,-79.73,-27.64,4.736,3.35028
1.52E+09,9,7,1,1.304,4.648,3.831,-29.53,-0.052,0.099,1.15,3.984,-32.23,0.386,4.487,23.62,0.272,6.396,5.62,-25.24,5.209,3.87273
1.52E+09,10,7,1,1.374,4.783,3.955,-29.08,-0.051,0.1,1.208,4.105,-30.76,0.494,5.181,16.94,0.324,5.514,-79.3,-25,5.209,4.42456
1.52E+09,11,7,1,1.443,4.914,4.066,-28.38,-0.051,0.103,1.272,4.229,-30.08,0.513,5.272,19.03,0.325,5.802,-77.64,-24.46,5.209,5.01376
1.52E+09,12,7,1,1.509,5.029,4.146,-27.5,-0.051,0.107,1.321,4.301,-29.44,0.559,5.501,18.12,0.255,5.965,-73.89,-22.74,5.73,5.61121
