time,hour,day,month,VHM0,VTM10,VTM02,VMDR,VSDX,VSDY,VHM0_WW,VTM01_WW,VMDR_WW,VHM0_SW1,VTM01_SW1,VMDR_SW1,VHM0_SW2,VTM01_SW2,VMDR_SW2,VPED,VTPK,wavepower
1.5463e+09,0,01,01,2.562,6.961,5.635,138.42,0.104,-0.096,1.801,5.192,127.91,1.792,7.716,151.3,0.207,7.262,67.81,138.8,8.39,22.3886
1.5463e+09,1,01,01,2.47,6.883,5.533,138.56,0.107,-0.088,1.622,4.9,123.26,1.829,7.571,152.62,0.19,7.663,88.49,139.65,8.39,20.5763
1.54631e+09,2,01,01,2.364,6.832,5.454,138.75,0.108,-0.078,1.366,4.468,117.1,1.903,7.401,151.29,0.155,7.009,65.28,140.47,8.39,18.7085
1.54631e+09,3,01,01,2.258,6.812,5.402,138.88,0.105,-0.067,1.148,4.067,111.51,1.919,7.267,149.94,0.178,6.303,72.06,141.17,8.39,17.0184
1.54632e+09,4,01,01,2.162,6.822,5.38,139.05,0.101,-0.058,0.962,3.717,106.7,1.91,7.142,148.46,0.208,5.73,72.82,141.68,8.39,15.625
1.54632e+09,5,01,01,2.083,6.868,5.4,139.44,0.095,-0.049,0.817,3.478,102.71,1.897,7.037,147.24,0.274,4.164,52.71,142,8.39,14.6017
1.54632e+09,6,01,01,2.301,7.402,5.825,140.76,0.092,-0.046,0.7,3.253,100.44,2.192,7.226,144.76,0.035,6.478,-38.96,142.3,9.229,19.2034
1.54633e+09,7,01,01,2.278,7.554,5.989,143.34,0.078,-0.051,0.581,3.077,123.24,2.202,7.245,144.82,0.038,6.493,-37.28,142.6,9.229,19.2079
1.54633e+09,8,01,01,2.287,7.696,6.139,146.4,0.064,-0.062,0.52,3.017,148.75,2.225,7.32,146.13,0.096,5.323,-111.36,143.23,9.229,19.7239
1.54633e+09,9,01,01,2.293,7.797,6.243,149.07,0.046,-0.07,0.473,2.952,172.65,2.24,7.369,147.79,0.115,5.277,-111.21,144.03,9.229,20.0878
1.54634e+09,10,01,01,2.302,7.929,6.334,150.82,0.028,-0.074,0.417,2.836,-166.65,2.258,7.414,149.08,0.153,5.431,-110.6,144.33,9.229,20.5885
1.54634e+09,11,01,01,2.25,7.977,6.353,152.74,0.009,-0.07,0.333,2.587,-145.79,2.219,7.358,151.13,0.166,5.47,-109.88,145.74,9.229,19.7879
1.54634e+09,12,01,01,2.137,7.93,6.321,154.84,-0.003,-0.058,0.243,2.25,-124.9,1.742,7.537,137.38,1.197,6.677,-173.01,148.38,9.229,17.7451
1.54635e+09,13,01,01,2.028,7.812,6.141,157.39,-0.017,-0.055,0.351,2.567,-124.71,1.607,7.456,137.25,1.168,6.979,-172.66,153.94,9.229,15.7432
1.54635e+09,14,01,01,1.956,7.614,5.84,161.44,-0.034,-0.06,0.47,2.741,-126.8,1.374,7.303,-179.18,1.293,7.269,128.47,165.88,9.229,14.274
1.54635e+09,15,01,01,1.939,7.331,5.536,168.14,-0.049,-0.07,0.677,3.194,-129.6,1.679,6.927,163.86,0.678,10.61,143.71,169.41,9.229,13.5056
1.54636e+09,16,01,01,1.987,7.036,5.345,177.24,-0.06,-0.083,0.88,3.578,-134.47,1.593,7.056,163.8,0.617,10.565,143.31,172.08,8.39,13.6119
1.54636e+09,17,01,01,2.057,6.894,5.306,-175.75,-0.061,-0.094,0.964,3.72,-142.9,1.595,7.306,165.26,0.475,10.647,135.53,173.91,8.39,14.2934
1.54637e+09,18,01,01,2.189,6.94,5.429,-171.17,-0.055,-0.104,1.017,3.859,-154.22,1.581,7.484,165.89,0.494,10.689,136.36,174.52,8.39,16.2947
1.54637e+09,19,01,01,2.352,7.059,5.599,-167.44,-0.048,-0.112,1.148,4.129,-159.87,1.412,7.822,160.07,0.528,10.708,136.83,174.17,8.39,19.1344
1.54637e+09,20,01,01,2.559,7.242,5.785,-164.12,-0.043,-0.123,1.337,4.461,-165.99,1.391,7.638,167.08,0.701,9.512,151.2,172.55,8.39,23.2378
1.54638e+09,21,01,01,2.818,7.531,6.055,-161.57,-0.039,-0.13,1.533,4.794,-170.77,1.471,7.237,-97.09,1.341,8.256,153.44,-95.04,8.39,29.3043
1.54638e+09,22,01,01,3.02,7.756,6.244,-160.78,-0.034,-0.137,1.707,5.062,-174.53,1.721,7.896,-93.33,1.406,8.445,153.54,-94.12,9.229,34.6615
1.54638e+09,23,01,01,3.139,7.874,6.366,-162.43,-0.027,-0.139,1.799,5.19,-178.17,1.786,8.023,-92.6,1.406,9.218,141.63,-93.63,9.229,38.0167
1.54639e+09,0,02,01,3.184,7.898,6.378,-165.11,-0.019,-0.143,1.942,5.414,178.57,1.791,8.018,-92.46,1.459,9.409,141.13,154.08,9.229,39.2337
1.54639e+09,1,02,01,3.157,7.871,6.351,-167.67,-0.012,-0.142,1.9,5.34,176.09,1.723,8.112,-91.44,1.485,9.314,140.46,151.94,9.229,38.4393
1.54639e+09,2,02,01,3.089,7.799,6.291,-170.44,-0.004,-0.14,1.781,5.131,173.44,1.805,8.994,148.87,1.653,8.085,-91.63,150.89,9.229,36.4645
1.5464e+09,3,02,01,3.01,7.697,6.212,-173.93,0.002,-0.138,1.764,5.134,171.08,1.766,8.846,147.13,1.548,8.278,-91.66,150.11,9.229,34.1704
1.5464e+09,4,02,01,2.942,7.589,6.134,-178.3,0.011,-0.136,1.718,5.043,167.46,1.738,8.736,145.4,1.45,8.199,-92.01,149.55,9.229,32.1859
1.54641e+09,5,02,01,2.895,7.484,6.046,176.73,0.02,-0.138,1.655,4.913,166.09,1.595,8.61,139.46,0.858,8.126,163.28,149.03,8.39,30.7346
1.54641e+09,6,02,01,2.964,7.519,6.094,171.67,0.03,-0.139,1.566,4.739,164.19,2.056,8.323,146.95,1.29,8.098,-92.68,148.45,8.39,32.3678
1.54641e+09,7,02,01,2.934,7.438,6.071,166.64,0.04,-0.135,1.608,4.826,157.62,2.157,7.942,153.08,1.172,7.949,-92.91,147.96,8.39,31.3742
1.54642e+09,8,02,01,2.894,7.353,6.014,163.03,0.051,-0.132,1.717,5.042,152.54,2.039,8.068,154.76,1.082,7.838,-93.42,147.72,8.39,30.1757
1.54642e+09,9,02,01,2.659,7.019,5.74,160.18,0.058,-0.124,1.689,5.01,146.95,1.808,7.771,158.31,0.919,7.451,-93.51,147.92,8.39,24.3169
1.54642e+09,10,02,01,2.565,6.883,5.609,158,0.069,-0.119,1.728,5.064,142.26,1.669,7.629,163.18,0.825,7.333,-93.62,148.67,8.39,22.1896
1.54643e+09,11,02,01,2.449,6.732,5.458,156.24,0.078,-0.112,1.675,4.983,138.19,1.59,7.399,165.96,0.744,7.255,-93.69,150.24,7.627,19.7842
1.54643e+09,12,02,01,2.326,6.592,5.325,154.39,0.085,-0.102,1.576,4.841,132.25,1.557,7.18,167.29,0.671,7.184,-93.74,152.53,7.627,17.4756
1.54643e+09,13,02,01,2.202,6.455,5.161,151.99,0.096,-0.09,1.416,4.53,124.59,1.562,6.995,166.16,0.602,7.111,-93.74,154.69,7.627,15.3365
1.54644e+09,14,02,01,2.087,6.318,5.013,148.66,0.106,-0.075,1.293,4.279,115.49,1.54,6.829,164.37,0.538,7.044,-93.7,156.23,7.627,13.4841
1.54644e+09,15,02,01,1.987,6.167,4.866,144.25,0.115,-0.057,1.207,4.078,106.54,1.491,6.665,162.35,0.481,6.985,-93.63,157.15,7.627,11.9307
1.54644e+09,16,02,01,1.9,6.02,4.755,138.93,0.118,-0.039,1.159,3.991,98.65,1.437,6.525,159.11,0.432,6.892,-93.63,157.68,7.627,10.6488
1.54645e+09,17,02,01,1.827,5.886,4.651,133.01,0.121,-0.02,1.117,3.914,90.5,1.353,6.354,157.85,0.245,6.303,112.5,158.1,6.934,9.62706
1.54645e+09,18,02,01,1.765,5.773,4.585,126.86,0.117,-0.003,1.082,3.883,83.19,1.193,6.276,160.81,0.622,6.12,113.62,158.63,6.934,8.81225
1.54646e+09,19,02,01,1.727,5.652,4.51,119.99,0.118,0.007,1.136,3.972,80.62,1.097,6.264,160.61,0.602,6.124,114.88,159.36,6.934,8.26005
1.54646e+09,20,02,01,1.708,5.551,4.479,113.25,0.116,0.011,1.187,4.072,79.2,1.012,6.221,160.43,0.603,6.156,114.05,92.51,6.934,7.93493
1.54646e+09,21,02,01,1.598,5.266,4.278,106.53,0.117,0.015,1.216,4.086,80.26,0.844,5.908,162.29,0.506,6.265,117.96,89.53,5.73,6.58917
1.54647e+09,22,02,01,1.618,5.21,4.267,100.09,0.121,0.018,1.286,4.185,79.39,0.775,5.815,162.09,0.453,6.053,122.81,85.85,5.73,6.6833
1.54647e+09,23,02,01,1.657,5.205,4.29,94.61,0.125,0.021,1.373,4.321,78.78,0.649,6.288,165.06,0.536,5.263,129.92,82.44,5.73,7.00264
1.54647e+09,0,03,01,1.722,5.264,4.37,89.56,0.127,0.022,1.473,4.486,78.16,0.49,6.517,169.63,0.35,6.57,118.83,77.57,5.73,7.64853
1.54648e+09,1,03,01,1.822,5.407,4.503,85.58,0.131,0.018,1.584,4.657,81.41,0.538,6.247,164.98,0.508,7.054,44.61,72.93,5.73,8.79527
1.54648e+09,2,03,01,1.949,5.603,4.64,82.82,0.141,0.01,1.696,4.811,84.49,0.709,7.08,44.61,0.551,5.682,162.75,70.63,6.303,10.4289
1.54648e+09,3,03,01,2.075,5.816,4.772,81.33,0.149,-0.001,1.784,4.914,87.42,0.933,6.555,41.55,0.484,5.67,165.41,69.17,6.303,12.2703
1.54649e+09,4,03,01,2.197,6.054,4.925,80.55,0.151,-0.014,1.762,4.851,93.95,1.067,6.513,48.64,0.632,8.668,43.53,65.79,6.934,14.3185
