time,hour,day,month,VHM0,VTM10,VTM02,VMDR,VSDX,VSDY,VHM0_WW,VTM01_WW,VMDR_WW,VHM0_SW1,VTM01_SW1,VMDR_SW1,VHM0_SW2,VTM01_SW2,VMDR_SW2,VPED,VTPK,wavepower
1.51476e+09,0,01,01,1.081,6.311,4.88,113.14,0.029,-0.026,0.098,1.401,107.51,0.897,6.447,89.68,0.589,4.328,-178.52,97.13,7.627,3.61365
1.51477e+09,1,01,01,1.041,6.284,4.872,111.41,0.029,-0.022,0.112,1.478,106.34,0.87,6.443,89.23,0.551,4.323,-178.83,97.16,7.627,3.33683
1.51477e+09,2,01,01,1.004,6.229,4.78,109.86,0.032,-0.019,0.127,1.52,102.46,0.844,6.392,88.79,0.517,4.288,-179.26,97.16,7.627,3.07668
1.51478e+09,3,01,01,0.971,6.152,4.632,108.37,0.037,-0.018,0.153,1.607,101.18,0.816,6.34,88.28,0.486,4.252,-179.67,97.15,7.627,2.84218
1.51478e+09,4,01,01,0.942,6.056,4.442,106.83,0.043,-0.016,0.184,1.702,97.53,0.791,6.279,87.83,0.457,4.194,179.82,97.12,7.627,2.6332
1.51478e+09,5,01,01,0.919,5.943,4.226,105.13,0.051,-0.015,0.223,1.811,93.82,0.767,6.251,87.27,0.425,4.279,-179.9,97.09,6.934,2.45942
1.51479e+09,6,01,01,0.903,5.814,4.016,103.19,0.059,-0.015,0.265,1.948,90.38,0.744,6.219,86.66,0.396,4.294,179.88,97.04,6.934,2.32299
1.51479e+09,7,01,01,0.895,5.648,3.806,101.02,0.068,-0.015,0.33,2.107,90.7,0.723,6.19,85.96,0.37,4.292,179.49,97,6.934,2.21685
1.51479e+09,8,01,01,0.897,5.438,3.62,98.75,0.078,-0.016,0.405,2.305,90.61,0.698,6.193,84.88,0.343,4.302,179.32,96.94,6.934,2.14398
1.5148e+09,9,01,01,0.944,5.322,3.585,96.51,0.085,-0.017,0.494,2.545,90.06,0.707,6.234,84.03,0.327,4.397,179.09,96.86,6.934,2.32389
1.5148e+09,10,01,01,0.957,5.095,3.504,94.44,0.091,-0.018,0.573,2.747,91.21,0.645,6.77,86.81,0.296,4.43,178.51,96.73,6.934,2.28646
1.5148e+09,11,01,01,0.981,4.878,3.445,92.71,0.098,-0.019,0.671,2.971,90.96,0.592,6.941,87.19,0.265,4.438,178.04,96.57,6.934,2.30025
1.51481e+09,12,01,01,1.018,4.713,3.444,91.52,0.103,-0.019,0.773,3.198,91.08,0.533,7.128,87.75,0.254,3.786,33.36,96.41,6.934,2.39326
1.51481e+09,13,01,01,1.06,4.624,3.476,90.25,0.107,-0.018,0.846,3.357,88.86,0.476,7.325,89.8,0.152,5.73,54.18,96.14,4.305,2.54581
1.51482e+09,14,01,01,1.102,4.606,3.568,88.74,0.105,-0.012,0.899,3.503,87.21,0.408,7.326,97.4,0.273,6.348,56.57,95.7,4.736,2.74084
1.51482e+09,15,01,01,1.148,4.62,3.647,87.16,0.106,-0.007,0.95,3.635,83.36,0.456,7.074,89.3,0.233,5.423,118.51,95.13,4.736,2.98347
1.51482e+09,16,01,01,1.199,4.662,3.726,85.6,0.108,-0.002,0.997,3.73,81.02,0.409,6.991,99.48,0.316,5.165,122.03,94.53,5.209,3.28403
1.51483e+09,17,01,01,1.254,4.724,3.808,84.09,0.11,0.002,1.052,3.848,78,0.453,6.87,98.94,0.4,4.298,128.27,94.02,5.209,3.64
1.51483e+09,18,01,01,1.242,4.654,3.777,82.62,0.109,0.008,1.035,3.801,73.79,0.622,5.244,113.99,0.157,6.58,45.67,93.62,5.209,3.51776
1.51483e+09,19,01,01,1.331,4.773,3.91,82.57,0.112,0.009,1.156,4.01,77.45,0.45,6.739,107.45,0.362,4.484,129.54,93.68,5.209,4.14327
1.51484e+09,20,01,01,1.435,4.904,4.022,84.16,0.121,0.004,1.286,4.207,81.52,0.538,5.933,120.88,0.15,5.928,31.69,94.72,5.73,4.94823
1.51484e+09,21,01,01,1.375,4.629,3.817,86.92,0.13,-0.004,1.281,4.085,87.21,0.308,5.964,133.39,0.157,7.214,109.31,96.94,5.209,4.28833
1.51484e+09,22,01,01,1.508,4.863,3.994,90.21,0.138,-0.014,1.422,4.31,92.06,0.22,7.203,131.59,0.122,7.858,110.51,100.9,5.73,5.4188
1.51485e+09,23,01,01,1.653,5.064,4.161,93.17,0.145,-0.026,1.568,4.513,95.91,0.227,6.732,45.82,0.173,7.821,132.44,105.48,5.73,6.78009
1.51485e+09,0,02,01,1.782,5.253,4.295,95.53,0.152,-0.041,1.685,4.662,99.41,0.321,6.173,45.97,0.221,7.853,60.31,107.14,5.73,8.1737
1.51485e+09,1,02,01,1.861,5.419,4.397,96.64,0.154,-0.052,1.718,4.734,102.01,0.488,4.559,35.68,0.443,7.458,61.16,107.21,6.303,9.19619
1.51486e+09,2,02,01,1.896,5.579,4.492,96.67,0.148,-0.057,1.665,4.699,104.64,0.629,7.65,67.51,0.566,4.918,44.43,105.92,6.303,9.82718
1.51486e+09,3,02,01,1.927,5.785,4.652,95.98,0.136,-0.056,1.542,4.603,107.92,1.015,6.306,66.19,0.375,8.588,60.59,85.87,6.934,10.526
1.51487e+09,4,02,01,1.97,6.005,4.786,95.24,0.13,-0.057,1.427,4.467,111.27,1.328,6.825,73.97,0.148,6.934,146.38,84.56,6.934,11.4194
1.51487e+09,5,02,01,2.026,6.26,4.941,94.46,0.125,-0.058,1.295,4.261,113.45,1.505,7.021,77.03,0.266,6.934,133.59,84.31,6.934,12.5907
1.51487e+09,6,02,01,1.924,6.23,4.843,93.98,0.121,-0.061,1.177,4.042,115.49,1.498,6.934,79.19,0.157,6.303,146.99,84.45,7.627,11.3004
1.51488e+09,7,02,01,2.023,6.459,5.003,93.88,0.123,-0.059,1.331,4.365,111.91,1.493,7.343,77.58,0.133,6.934,146.85,85.21,7.627,12.9525
1.51488e+09,8,02,01,2.142,6.639,5.157,93.94,0.127,-0.055,1.568,4.797,105.78,1.408,7.8,75.59,0.201,7.627,133.38,86.28,7.627,14.9258
1.51488e+09,9,02,01,2.282,6.77,5.26,94.12,0.138,-0.055,1.816,5.161,102.26,1.316,8.156,73.2,0.185,8.39,133,87.51,8.39,17.2749
