time,hour,day,month,VHM0,VTM10,VTM02,VMDR,VSDX,VSDY,VHM0_WW,VTM01_WW,VMDR_WW,VHM0_SW1,VTM01_SW1,VMDR_SW1,VHM0_SW2,VTM01_SW2,VMDR_SW2,VPED,VTPK,wavepower
1.48E+09,0,1,1,1.828,6.051,4.789,175.6,0.012,-0.123,1.414,4.586,172.1,0.96,8.167,171.83,0.195,6.934,139.11,172.11,7.627,9.90776
1.48E+09,1,1,1,1.898,6.084,4.86,174.96,0.013,-0.125,1.286,4.316,175.53,1.216,7.696,172.22,0.48,4.68,124.86,172.6,7.627,10.7393
1.48E+09,2,1,1,1.911,6.168,4.957,175.18,0.008,-0.118,1.041,3.911,-178.64,1.536,6.747,167.26,0.32,5.727,-91.79,173.23,7.627,11.0373
1.48E+09,3,1,1,1.866,6.211,4.981,175.98,0.002,-0.111,0.845,3.557,-173.22,1.634,6.437,170.82,0.297,5.676,-91.65,173.96,7.627,10.597
1.48E+09,4,1,1,1.773,6.196,4.951,177.21,-0.005,-0.102,0.676,3.2,-164.73,1.593,6.355,170.55,0.282,5.68,-92.93,175,7.627,9.54388
1.48E+09,5,1,1,1.658,6.139,4.885,178.69,-0.012,-0.092,0.552,2.925,-159.57,1.538,6.078,173.89,0.258,5.545,-92.89,176.53,7.627,8.26919
1.48E+09,6,1,1,1.649,6.279,4.978,-179.99,-0.018,-0.084,0.446,2.638,-152.05,1.562,6.064,175.76,0.27,5.672,-93.66,178.77,7.627,8.36619
1.48E+09,7,1,1,1.579,6.32,4.998,-178.86,-0.018,-0.076,0.376,2.47,-155.9,1.51,6.02,177.78,0.256,5.626,-94.03,-178.31,7.627,7.72107
1.48E+09,8,1,1,1.514,6.333,4.999,-177.75,-0.016,-0.071,0.311,2.265,-161.47,1.459,5.955,179.53,0.258,5.715,-94.15,-176.66,7.627,7.11307
1.48E+09,9,1,1,1.448,6.313,4.98,-176.81,-0.013,-0.066,0.275,2.177,-165.52,1.399,5.897,-179.3,0.252,5.653,-94.34,-175.81,7.627,6.48588
1.48E+09,10,1,1,1.386,6.292,4.96,-176.01,-0.01,-0.062,0.237,2.037,-171.86,1.3,6.125,178.03,0.324,3.428,-114.5,-175.29,7.627,5.92258
1.48E+09,11,1,1,1.331,6.277,4.948,-175.32,-0.007,-0.058,0.195,1.867,-176.6,1.283,5.868,-178.56,0.294,4.297,-91.98,-174.93,7.627,5.44884
1.48E+09,12,1,1,1.279,6.262,4.952,-174.74,-0.002,-0.053,0.159,1.72,177.61,1.199,5.994,178.79,0.37,3.777,-111.16,-174.69,7.627,5.01938
1.48E+09,13,1,1,1.232,6.212,4.912,-174.84,0,-0.05,0.156,1.721,173.61,1.094,6.349,179.93,0.436,3.971,-119.2,-174.78,7.627,4.62007
1.48E+09,14,1,1,1.183,6.131,4.84,-174.59,0.001,-0.049,0.156,1.707,171.78,1.043,6.29,-179.89,0.459,4.183,-115.41,-174.72,7.627,4.20433
1.48E+09,15,1,1,1.12,6.018,4.728,-174.24,0.003,-0.047,0.153,1.687,169.02,0.979,6.19,-179.74,0.447,4.183,-115.48,-174.7,7.627,3.699
1.48E+09,16,1,1,1.05,5.868,4.584,-173.84,0.004,-0.046,0.149,1.653,166.73,0.906,6.053,-179.74,0.434,4.185,-115.26,-174.78,7.627,3.17004
1.48E+09,17,1,1,0.982,5.701,4.432,-173.3,0.005,-0.045,0.151,1.645,163.85,0.814,6.035,-177.7,0.423,4.196,-114.61,-174.94,6.934,2.69383
1.48E+09,18,1,1,0.921,5.533,4.29,-172.46,0.006,-0.044,0.15,1.64,162.94,0.764,5.752,-179.18,0.378,3.977,-118.3,-175.08,6.934,2.29973
1.48E+09,19,1,1,0.869,5.373,4.154,-171.22,0.009,-0.042,0.15,1.63,153.21,0.75,5.245,174.49,0.311,3.98,-128.12,-175.14,6.934,1.98817
1.48E+09,20,1,1,0.825,5.227,4.024,-169.53,0.013,-0.04,0.156,1.649,141.43,0.665,5.356,179.28,0.295,4.785,-91.6,-175.1,6.303,1.74324
1.48E+09,21,1,1,0.788,5.1,3.903,-167.36,0.018,-0.037,0.16,1.646,131.43,0.618,5.184,179.26,0.341,4.687,-94.77,-175,6.303,1.55174
1.48E+09,22,1,1,0.759,4.994,3.792,-164.8,0.023,-0.033,0.166,1.653,119.48,0.607,4.787,173.72,0.346,4.706,-94.98,-174.85,6.303,1.4097
1.48E+09,23,1,1,0.736,4.908,3.691,-161.98,0.029,-0.028,0.173,1.665,110.18,0.575,4.652,174.06,0.359,4.796,-94.43,-174.66,5.73,1.30274
1.48E+09,0,2,1,0.717,4.839,3.6,-159.04,0.033,-0.022,0.183,1.693,100.04,0.54,4.542,174.02,0.368,4.874,-93.72,-174.44,5.73,1.21896
1.48E+09,1,2,1,0.703,4.77,3.5,-156.56,0.038,-0.018,0.203,1.74,96.48,0.511,4.466,173.58,0.377,4.944,-93.22,-174.22,5.73,1.15511
1.48E+09,2,2,1,0.693,4.697,3.399,-154.89,0.043,-0.015,0.224,1.803,95.26,0.467,4.732,-179.54,0.408,5.187,-91.44,-174.03,5.73,1.10531
1.48E+09,3,2,1,0.683,4.619,3.305,-154.2,0.047,-0.012,0.249,1.889,94.33,0.433,4.74,-178.05,0.367,4.712,-95.69,-173.9,5.73,1.05581
1.48E+09,4,2,1,0.674,4.533,3.217,-154.73,0.051,-0.01,0.271,1.957,93.4,0.405,4.708,-177.54,0.361,4.747,-94.77,-173.82,5.73,1.00902
